zipcode,prefecture_name,city,town,prefecture_kana,city_kana,town_kana,normalized_address
7700000,徳島県,徳島市,,トクシマケン,トクシマシ,,徳島県徳島市
7700001,徳島県,徳島市,春日町,トクシマケン,トクシマシ,カスガチョウ,徳島県徳島市春日町
7700002,徳島県,徳島市,春日,トクシマケン,トクシマシ,カスガ,徳島県徳島市春日
7700003,徳島県,徳島市,北田宮,トクシマケン,トクシマシ,キタタミヤ,徳島県徳島市北田宮
7700004,徳島県,徳島市,南田宮,トクシマケン,トクシマシ,ミナミタミヤ,徳島県徳島市南田宮
7700005,徳島県,徳島市,南矢三町,トクシマケン,トクシマシ,ミナミヤソチョウ,徳島県徳島市南矢三町
7700006,徳島県,徳島市,北矢三町,トクシマケン,トクシマシ,キタヤソチョウ,徳島県徳島市北矢三町
7700011,徳島県,徳島市,北佐古一番町,トクシマケン,トクシマシ,キタサコイチバンチョウ,徳島県徳島市北佐古一番町
7700012,徳島県,徳島市,北佐古二番町,トクシマケン,トクシマシ,キタサコニバンチョウ,徳島県徳島市北佐古二番町
7700021,徳島県,徳島市,佐古一番町,トクシマケン,トクシマシ,サコ1バンチョウ,徳島県徳島市佐古一番町
7700022,徳島県,徳島市,佐古二番町,トクシマケン,トクシマシ,サコ2バンチョウ,徳島県徳島市佐古二番町
7700023,徳島県,徳島市,佐古三番町,トクシマケン,トクシマシ,サコ3バンチョウ,徳島県徳島市佐古三番町
7700024,徳島県,徳島市,佐古四番町,トクシマケン,トクシマシ,サコ4バンチョウ,徳島県徳島市佐古四番町
7700025,徳島県,徳島市,佐古五番町,トクシマケン,トクシマシ,サコ5バンチョウ,徳島県徳島市佐古五番町
7700026,徳島県,徳島市,佐古六番町,トクシマケン,トクシマシ,サコ6バンチョウ,徳島県徳島市佐古六番町
7700027,徳島県,徳島市,佐古七番町,トクシマケン,トクシマシ,サコ7バンチョウ,徳島県徳島市佐古七番町
7700028,徳島県,徳島市,佐古八番町,トクシマケン,トクシマシ,サコ8バンチョウ,徳島県徳島市佐古八番町
7700031,徳島県,徳島市,南佐古一番町,トクシマケン,トクシマシ,ミナミサコ1バンチョウ,徳島県徳島市南佐古一番町
7700032,徳島県,徳島市,南佐古二番町,トクシマケン,トクシマシ,ミナミサコ2バンチョウ,徳島県徳島市南佐古二番町
7700033,徳島県,徳島市,南佐古三番町,トクシマケン,トクシマシ,ミナミサコ3バンチョウ,徳島県徳島市南佐古三番町
7700034,徳島県,徳島市,南佐古四番町,トクシマケン,トクシマシ,ミナミサコ4バンチョウ,徳島県徳島市南佐古四番町
7700035,徳島県,徳島市,南佐古五番町,トクシマケン,トクシマシ,ミナミサコ5バンチョウ,徳島県徳島市南佐古五番町
7700036,徳島県,徳島市,南佐古六番町,トクシマケン,トクシマシ,ミナミサコ6バンチョウ,徳島県徳島市南佐古六番町
7700037,徳島県,徳島市,南佐古七番町,トクシマケン,トクシマシ,ミナミサコ7バンチョウ,徳島県徳島市南佐古七番町
7700038,徳島県,徳島市,南佐古八番町,トクシマケン,トクシマシ,ミナミサコ8バンチョウ,徳島県徳島市南佐古八番町
7700039,徳島県,徳島市,佐古山町,トクシマケン,トクシマシ,サコヤマチョウ,徳島県徳島市佐古山町
7700041,徳島県,徳島市,蔵本元町,トクシマケン,トクシマシ,クラモトモトマチ,徳島県徳島市蔵本元町
7700042,徳島県,徳島市,蔵本町,トクシマケン,トクシマシ,クラモトチョウ,徳島県徳島市蔵本町
7700043,徳島県,徳島市,南蔵本町,トクシマケン,トクシマシ,ミナミクラモトチョウ,徳島県徳島市南蔵本町
7700044,徳島県,徳島市,庄町,トクシマケン,トクシマシ,ショウマチ,徳島県徳島市庄町
7700045,徳島県,徳島市,南庄町,トクシマケン,トクシマシ,ミナミショウマチ,徳島県徳島市南庄町
7700046,徳島県,徳島市,鮎喰町,トクシマケン,トクシマシ,アクイチョウ,徳島県徳島市鮎喰町
7700047,徳島県,徳島市,名東町,トクシマケン,トクシマシ,ミョウドウチョウ,徳島県徳島市名東町
7700048,徳島県,徳島市,加茂名町,トクシマケン,トクシマシ,カモナチョウ,徳島県徳島市加茂名町
7700051,徳島県,徳島市,北島田町,トクシマケン,トクシマシ,キタシマダチョウ,徳島県徳島市北島田町
7700052,徳島県,徳島市,中島田町,トクシマケン,トクシマシ,ナカシマダチョウ,徳島県徳島市中島田町
7700053,徳島県,徳島市,南島田町,トクシマケン,トクシマシ,ミナミシマダチョウ,徳島県徳島市南島田町
7700061,徳島県,徳島市,不動北町,トクシマケン,トクシマシ,フドウキタマチ,徳島県徳島市不動北町
7700062,徳島県,徳島市,不動東町,トクシマケン,トクシマシ,フドウヒガシマチ,徳島県徳島市不動東町
7700063,徳島県,徳島市,不動本町,トクシマケン,トクシマシ,フドウホンチョウ,徳島県徳島市不動本町
7700064,徳島県,徳島市,不動西町,トクシマケン,トクシマシ,フドウニシマチ,徳島県徳島市不動西町
7700801,徳島県,徳島市,上助任町,トクシマケン,トクシマシ,カミスケトウチョウ,徳島県徳島市上助任町
7700802,徳島県,徳島市,吉野本町,トクシマケン,トクシマシ,ヨシノホンチョウ,徳島県徳島市吉野本町
7700803,徳島県,徳島市,上吉野町,トクシマケン,トクシマシ,カミヨシノチョウ,徳島県徳島市上吉野町
7700804,徳島県,徳島市,中吉野町,トクシマケン,トクシマシ,ナカヨシノチョウ,徳島県徳島市中吉野町
7700805,徳島県,徳島市,下助任町,トクシマケン,トクシマシ,シモスケトウチョウ,徳島県徳島市下助任町
7700806,徳島県,徳島市,北前川町,トクシマケン,トクシマシ,キタマエガワチョウ,徳島県徳島市北前川町
7700807,徳島県,徳島市,中前川町,トクシマケン,トクシマシ,ナカマエガワチョウ,徳島県徳島市中前川町
7700808,徳島県,徳島市,南前川町,トクシマケン,トクシマシ,ミナミマエガワチョウ,徳島県徳島市南前川町
7700811,徳島県,徳島市,東吉野町,トクシマケン,トクシマシ,ヒガシヨシノチョウ,徳島県徳島市東吉野町
7700812,徳島県,徳島市,北常三島町,トクシマケン,トクシマシ,キタジョウサンジマチョウ,徳島県徳島市北常三島町
7700813,徳島県,徳島市,中常三島町,トクシマケン,トクシマシ,ナカジョウサンジマチョウ,徳島県徳島市中常三島町
7700814,徳島県,徳島市,南常三島町,トクシマケン,トクシマシ,ミナミジョウサンジマチョウ,徳島県徳島市南常三島町
7700815,徳島県,徳島市,助任橋,トクシマケン,トクシマシ,スケトウバシ,徳島県徳島市助任橋
7700816,徳島県,徳島市,助任本町,トクシマケン,トクシマシ,スケトウホンチョウ,徳島県徳島市助任本町
7700821,徳島県,徳島市,北出来島町,トクシマケン,トクシマシ,キタデキジマチョウ,徳島県徳島市北出来島町
7700822,徳島県,徳島市,東出来島町,トクシマケン,トクシマシ,ヒガシデキジマチョウ,徳島県徳島市東出来島町
7700823,徳島県,徳島市,出来島本町,トクシマケン,トクシマシ,デキジマホンチョウ,徳島県徳島市出来島本町
7700824,徳島県,徳島市,南出来島町,トクシマケン,トクシマシ,ミナミデキジマチョウ,徳島県徳島市南出来島町
