zipcode,prefecture_name,city,town,prefecture_kana,city_kana,town_kana,normalized_address
9600000,福島県,福島市,,フクシマケン,フクシマシ,,福島県福島市
9600101,福島県,福島市,瀬上町,フクシマケン,フクシマシ,セノウエマチ,福島県福島市瀬上町
9600102,福島県,福島市,鎌田,フクシマケン,フクシマシ,カマタ,福島県福島市鎌田
9600103,福島県,福島市,本内（その他）,フクシマケン,フクシマシ,モトウチ(ソノタ),福島県福島市本内（その他）
9600111,福島県,福島市,丸子,フクシマケン,フクシマシ,マリコ,福島県福島市丸子
9600112,福島県,福島市,南矢野目,フクシマケン,フクシマシ,ミナミヤノメ,福島県福島市南矢野目
9600113,福島県,福島市,北矢野目,フクシマケン,フクシマシ,キタヤノメ,福島県福島市北矢野目
9600114,福島県,福島市,沖高,フクシマケン,フクシマシ,オキダカ,福島県福島市沖高
9600115,福島県,福島市,下飯坂,フクシマケン,フクシマシ,シモイイザカ,福島県福島市下飯坂
9600116,福島県,福島市,宮代,フクシマケン,フクシマシ,ミヤシロ,福島県福島市宮代
9600201,福島県,福島市,飯坂町,フクシマケン,フクシマシ,イイザカマチ,福島県福島市飯坂町
9600211,福島県,福島市,飯坂町湯野,フクシマケン,フクシマシ,イイザカマチユノ,福島県福島市飯坂町湯野
9600221,福島県,福島市,飯坂町東湯野,フクシマケン,フクシマシ,イイザカマチヒガシユノ,福島県福島市飯坂町東湯野
9600231,福島県,福島市,飯坂町平野,フクシマケン,フクシマシ,イイザカマチヒラノ,福島県福島市飯坂町平野
9600241,福島県,福島市,笹谷,フクシマケン,フクシマシ,ササヤ,福島県福島市笹谷
9600251,福島県,福島市,大笹生,フクシマケン,フクシマシ,オオザソウ,福島県福島市大笹生
9600252,福島県,福島市,李平,フクシマケン,フクシマシ,スモモダイラ,福島県福島市李平
9600261,福島県,福島市,飯坂町中野,フクシマケン,フクシマシ,イイザカマチナカノ,福島県福島市飯坂町中野
9600271,福島県,福島市,飯坂町茂庭,フクシマケン,フクシマシ,イイザカマチモニワ,福島県福島市飯坂町茂庭
9600401,福島県,伊達市,下川原,フクシマケン,ダテシ,シモカワラ,福島県伊達市下川原
9600402,福島県,伊達市,水抜,フクシマケン,ダテシ,ミズヌキ,福島県伊達市水抜
9600403,福島県,伊達市,前川原,フクシマケン,ダテシ,マエカワラ,福島県伊達市前川原
9600404,福島県,伊達市,原島,フクシマケン,ダテシ,ハラジマ,福島県伊達市原島
9600405,福島県,伊達市,一本木,フクシマケン,ダテシ,イッポンギ,福島県伊達市一本木
9600406,福島県,伊達市,堂ノ内,フクシマケン,ダテシ,ドウノウチ,福島県伊達市堂ノ内
9600407,福島県,伊達市,日照,フクシマケン,ダテシ,ヒデリ,福島県伊達市日照
9600408,福島県,伊達市,岡沼,フクシマケン,ダテシ,オカヌマ,福島県伊達市岡沼
9600411,福島県,伊達市,梨子木町,フクシマケン,ダテシ,ナシノキマチ,福島県伊達市梨子木町
9600412,福島県,伊達市,雪車町,フクシマケン,ダテシ,ソリマチ,福島県伊達市雪車町
9600413,福島県,伊達市,宮前,フクシマケン,ダテシ,ミヤマエ,福島県伊達市宮前
9600414,福島県,伊達市,長岡,フクシマケン,ダテシ,ナガオカ,福島県伊達市長岡
9600415,福島県,伊達市,右城,フクシマケン,ダテシ,ウシロ,福島県伊達市右城
9600416,福島県,伊達市,中畑,フクシマケン,ダテシ,ナカハタ,福島県伊達市中畑
9600417,福島県,伊達市,北畑,フクシマケン,ダテシ,キタハタ,福島県伊達市北畑
9600418,福島県,伊達市,岡前,フクシマケン,ダテシ,オカマエ,福島県伊達市岡前
9600419,福島県,伊達市,広前,フクシマケン,ダテシ,ヒロマエ,福島県伊達市広前
9600421,福島県,伊達市,一本杉,フクシマケン,ダテシ,イッポンスギ,福島県伊達市一本杉
9600422,福島県,伊達市,川原田,フクシマケン,ダテシ,カワラダ,福島県伊達市川原田
9600423,福島県,伊達市,荒町,フクシマケン,ダテシ,アラマチ,福島県伊達市荒町
9600424,福島県,伊達市,姥ケ懐,フクシマケン,ダテシ,ウバガフトコロ,福島県伊達市姥ケ懐
9600425,福島県,伊達市,姥川,フクシマケン,ダテシ,ウバガワ,福島県伊達市姥川
9600426,福島県,伊達市,坂ノ下,フクシマケン,ダテシ,サカノシタ,福島県伊達市坂ノ下
9600427,福島県,伊達市,鍛治屋川,フクシマケン,ダテシ,カジヤガワ,福島県伊達市鍛治屋川
9600428,福島県,伊達市,坂ノ上,フクシマケン,ダテシ,サカノウエ,福島県伊達市坂ノ上
9600429,福島県,伊達市,塚畑,フクシマケン,ダテシ,ツカハタ,福島県伊達市塚畑
9600431,福島県,伊達市,川原町,フクシマケン,ダテシ,カワラマチ,福島県伊達市川原町
9600432,福島県,伊達市,長川原,フクシマケン,ダテシ,ナガカワラ,福島県伊達市長川原
9600433,福島県,伊達市,上川原,フクシマケン,ダテシ,カミカワラ,福島県伊達市上川原
9600434,福島県,伊達市,堰下,フクシマケン,ダテシ,セキシタ,福島県伊達市堰下
9600435,福島県,伊達市,堰上,フクシマケン,ダテシ,セキウエ,福島県伊達市堰上
9600436,福島県,伊達市,前田,フクシマケン,ダテシ,マエダ,福島県伊達市前田
9600437,福島県,伊達市,一本松,フクシマケン,ダテシ,イッポンマツ,福島県伊達市一本松
9600438,福島県,伊達市,雷田,フクシマケン,ダテシ,ライデン,福島県伊達市雷田
9600441,福島県,伊達市,新町,フクシマケン,ダテシ,シンマチ,福島県伊達市新町
9600442,福島県,伊達市,菅田,フクシマケン,ダテシ,スガタ,福島県伊達市菅田
9600443,福島県,伊達市,諏訪西,フクシマケン,ダテシ,スワニシ,福島県伊達市諏訪西
9600444,福島県,伊達市,諏訪前,フクシマケン,ダテシ,スワマエ,福島県伊達市諏訪前
9600445,福島県,伊達市,神明前,フクシマケン,ダテシ,シンメイマエ,福島県伊達市神明前
9600446,福島県,伊達市,諏訪野,フクシマケン,ダテシ,スワノ,福島県伊達市諏訪野
9600447,福島県,伊達市,寺前,フクシマケン,ダテシ,テラマエ,福島県伊達市寺前
9600448,福島県,伊達市,屋敷間,フクシマケン,ダテシ,ヤシキマ,福島県伊達市屋敷間
9600451,福島県,伊達市,下志和田,フクシマケン,ダテシ,シモシワダ,福島県伊達市下志和田
9600452,福島県,伊達市,中志和田,フクシマケン,ダテシ,ナカシワダ,福島県伊達市中志和田
9600453,福島県,伊達市,上志和田,フクシマケン,ダテシ,カミシワダ,福島県伊達市上志和田
9600454,福島県,伊達市,志和田前,フクシマケン,ダテシ,シワダマエ,福島県伊達市志和田前
9600455,福島県,伊達市,姥石,フクシマケン,ダテシ,ウバイシ,福島県伊達市姥石
9600456,福島県,伊達市,中道,フクシマケン,ダテシ,ナカミチ,福島県伊達市中道
9600457,福島県,伊達市,江向,フクシマケン,ダテシ,エムカイ,福島県伊達市江向
9600458,福島県,伊達市,扇田,フクシマケン,ダテシ,オウギダ,福島県伊達市扇田
9600461,福島県,伊達市,片町,フクシマケン,ダテシ,カタマチ,福島県伊達市片町
9600462,福島県,伊達市,本町,フクシマケン,ダテシ,モトマチ,福島県伊達市本町
9600463,福島県,伊達市,田町,フクシマケン,ダテシ,タマチ,福島県伊達市田町
9600464,福島県,伊達市,南堀,フクシマケン,ダテシ,ミナミボリ,福島県伊達市南堀
9600465,福島県,伊達市,久根妻,フクシマケン,ダテシ,クネツマ,福島県伊達市久根妻
9600466,福島県,伊達市,根岸,フクシマケン,ダテシ,ネギシ,福島県伊達市根岸
9600467,福島県,伊達市,舘ノ内,フクシマケン,ダテシ,タテノウチ,福島県伊達市舘ノ内
9600468,福島県,伊達市,北後,フクシマケン,ダテシ,キタウシロ,福島県伊達市北後
9600471,福島県,伊達市,長町,フクシマケン,ダテシ,ナガマチ,福島県伊達市長町
9600472,福島県,伊達市,根田,フクシマケン,ダテシ,ネダ,福島県伊達市根田
9600473,福島県,伊達市,沢田,フクシマケン,ダテシ,サワダ,福島県伊達市沢田
9600474,福島県,伊達市,沓形,フクシマケン,ダテシ,クツガタ,福島県伊達市沓形
9600475,福島県,伊達市,干供田,フクシマケン,ダテシ,ホシクデン,福島県伊達市干供田
9600476,福島県,伊達市,鶴巻,フクシマケン,ダテシ,ツルマキ,福島県伊達市鶴巻
9600477,福島県,伊達市,柏木町,フクシマケン,ダテシ,カシワギチョウ,福島県伊達市柏木町
9600478,福島県,伊達市,細谷,フクシマケン,ダテシ,ホソヤ,福島県伊達市細谷
9600479,福島県,伊達市,野崎,フクシマケン,ダテシ,ノザキ,福島県伊達市野崎
9600481,福島県,伊達市,堀切端,フクシマケン,ダテシ,ホリキリハタ,福島県伊達市堀切端
9600482,福島県,伊達市,鶴田,フクシマケン,ダテシ,ツルタ,福島県伊達市鶴田
9600483,福島県,伊達市,柳内,フクシマケン,ダテシ,ヤナギウチ,福島県伊達市柳内
9600484,福島県,伊達市,馬場口,フクシマケン,ダテシ,ババグチ,福島県伊達市馬場口
9600485,福島県,伊達市,篭田,フクシマケン,ダテシ,カゴタ,福島県伊達市篭田
9600486,福島県,伊達市,六角,フクシマケン,ダテシ,ロッカク,福島県伊達市六角
9600487,福島県,伊達市,高田,フクシマケン,ダテシ,タカダ,福島県伊達市高田
9600488,福島県,伊達市,上台,フクシマケン,ダテシ,ウワダイ,福島県伊達市上台
9600489,福島県,伊達市,瀬戸場,フクシマケン,ダテシ,セトバ,福島県伊達市瀬戸場
9600501,福島県,伊達市,伏黒,フクシマケン,ダテシ,フシグロ,福島県伊達市伏黒
9600502,福島県,伊達市,箱崎,フクシマケン,ダテシ,ハコザキ,福島県伊達市箱崎
9600600,福島県,伊達市,,フクシマケン,ダテシ,,福島県伊達市
9600601,福島県,伊達市,保原町栄町,フクシマケン,ダテシ,ホバラマチサカエマチ,福島県伊達市保原町栄町
9600602,福島県,伊達市,保原町久保,フクシマケン,ダテシ,ホバラマチクボ,福島県伊達市保原町久保
9600603,福島県,伊達市,保原町古町,フクシマケン,ダテシ,ホバラマチフルマチ,福島県伊達市保原町古町
9600604,福島県,伊達市,保原町元木,フクシマケン,ダテシ,ホバラマチモトキ,福島県伊達市保原町元木
9600605,福島県,伊達市,保原町元町,フクシマケン,ダテシ,ホバラマチモトマチ,福島県伊達市保原町元町
9600606,福島県,伊達市,保原町鉄炮町,フクシマケン,ダテシ,ホバラマチテッポウマチ,福島県伊達市保原町鉄炮町
9600607,福島県,伊達市,保原町１０丁目,フクシマケン,ダテシ,ホバラマチ10チョウメ,福島県伊達市保原町10
9600608,福島県,伊達市,保原町１１丁目,フクシマケン,ダテシ,ホバラマチ11チョウメ,福島県伊達市保原町11
9600609,福島県,伊達市,保原町１２丁目,フクシマケン,ダテシ,ホバラマチ12チョウメ,福島県伊達市保原町12
9600611,福島県,伊達市,保原町城ノ内,フクシマケン,ダテシ,ホバラマチシロノウチ,福島県伊達市保原町城ノ内
9600612,福島県,伊達市,保原町宮下,フクシマケン,ダテシ,ホバラマチミヤシタ,福島県伊達市保原町宮下
9600613,福島県,伊達市,保原町内町,フクシマケン,ダテシ,ホバラマチウチマチ,福島県伊達市保原町内町
9600614,福島県,伊達市,保原町磐前通,フクシマケン,ダテシ,ホバラマチイワマエドオリ,福島県伊達市保原町磐前通
9600615,福島県,伊達市,保原町５丁目,フクシマケン,ダテシ,ホバラマチ5チョウメ,福島県伊達市保原町5
9600616,福島県,伊達市,保原町６丁目,フクシマケン,ダテシ,ホバラマチ6チョウメ,福島県伊達市保原町6
9600617,福島県,伊達市,保原町７丁目,フクシマケン,ダテシ,ホバラマチ7チョウメ,福島県伊達市保原町7
9600618,福島県,伊達市,保原町８丁目,フクシマケン,ダテシ,ホバラマチ8チョウメ,福島県伊達市保原町8
9600619,福島県,伊達市,保原町９丁目,フクシマケン,ダテシ,ホバラマチ9チョウメ,福島県伊達市保原町9
9600621,福島県,伊達市,保原町中村町,フクシマケン,ダテシ,ホバラマチナカムラチョウ,福島県伊達市保原町中村町
9600622,福島県,伊達市,保原町市柳町,フクシマケン,ダテシ,ホバラマチイチヤナギチョウ,福島県伊達市保原町市柳町
9600623,福島県,伊達市,保原町前田町,フクシマケン,ダテシ,ホバラマチマエダチョウ,福島県伊達市保原町前田町
9600624,福島県,伊達市,保原町１丁目,フクシマケン,ダテシ,ホバラマチ1チョウメ,福島県伊達市保原町1
9600625,福島県,伊達市,保原町２丁目,フクシマケン,ダテシ,ホバラマチ2チョウメ,福島県伊達市保原町2
9600626,福島県,伊達市,保原町３丁目,フクシマケン,ダテシ,ホバラマチ3チョウメ,福島県伊達市保原町3
9600627,福島県,伊達市,保原町４丁目,フクシマケン,ダテシ,ホバラマチ4チョウメ,福島県伊達市保原町4
9600628,福島県,伊達市,保原町実町,フクシマケン,ダテシ,ホバラマチミノルマチ,福島県伊達市保原町実町
9600629,福島県,伊達市,保原町弥生町,フクシマケン,ダテシ,ホバラマチヤヨイチョウ,福島県伊達市保原町弥生町
9600631,福島県,伊達市,保原町中瀬,フクシマケン,ダテシ,ホバラマチナカゼ,福島県伊達市保原町中瀬
9600632,福島県,伊達市,保原町大立目,フクシマケン,ダテシ,ホバラマチオオダツメ,福島県伊達市保原町大立目
9600633,福島県,伊達市,保原町二井田,フクシマケン,ダテシ,ホバラマチニイダ,福島県伊達市保原町二井田
9600634,福島県,伊達市,保原町大泉,フクシマケン,ダテシ,ホバラマチオオイズミ,福島県伊達市保原町大泉
9600635,福島県,伊達市,保原町半道,フクシマケン,ダテシ,ホバラマチハンドウ,福島県伊達市保原町半道
9600636,福島県,伊達市,保原町大和,フクシマケン,ダテシ,ホバラマチヤマト,福島県伊達市保原町大和
9600637,福島県,伊達市,保原町将監,フクシマケン,ダテシ,ホバラマチショウカン,福島県伊達市保原町将監
9600638,福島県,伊達市,保原町北河原,フクシマケン,ダテシ,ホバラマチキタカワラ,福島県伊達市保原町北河原
9600639,福島県,伊達市,保原町六万坊,フクシマケン,ダテシ,ホバラマチロクマンボウ,福島県伊達市保原町六万坊
9600641,福島県,伊達市,保原町西猫川,フクシマケン,ダテシ,ホバラマチニシネコガワ,福島県伊達市保原町西猫川
9600642,福島県,伊達市,保原町東猫川,フクシマケン,ダテシ,ホバラマチヒガシネコガワ,福島県伊達市保原町東猫川
9600643,福島県,伊達市,保原町下河原,フクシマケン,ダテシ,ホバラマチシモカワラ,福島県伊達市保原町下河原
9600644,福島県,伊達市,保原町豊田,フクシマケン,ダテシ,ホバラマチトヨタ,福島県伊達市保原町豊田
9600644,福島県,伊達市,保原町豊町,フクシマケン,ダテシ,ホバラマチユタカマチ,福島県伊達市保原町豊町
9600645,福島県,伊達市,保原町台後,フクシマケン,ダテシ,ホバラマチダイゴ,福島県伊達市保原町台後
9600646,福島県,伊達市,保原町東台後,フクシマケン,ダテシ,ホバラマチヒガシダイゴ,福島県伊達市保原町東台後
9600647,福島県,伊達市,保原町小蓋,フクシマケン,ダテシ,ホバラマチコブタ,福島県伊達市保原町小蓋
9600648,福島県,伊達市,保原町東小蓋,フクシマケン,ダテシ,ホバラマチヒガシコブタ,福島県伊達市保原町東小蓋
9600649,福島県,伊達市,保原町清水町,フクシマケン,ダテシ,ホバラマチシミズマチ,福島県伊達市保原町清水町
9600650,福島県,伊達市,保原町西新田,フクシマケン,ダテシ,ホバラマチニシシンデン,福島県伊達市保原町西新田
9600651,福島県,伊達市,保原町柏町,フクシマケン,ダテシ,ホバラマチカシワマチ,福島県伊達市保原町柏町
9600652,福島県,伊達市,保原町西町,フクシマケン,ダテシ,ホバラマチニシマチ,福島県伊達市保原町西町
9600653,福島県,伊達市,保原町泉町,フクシマケン,ダテシ,ホバラマチイズミマチ,福島県伊達市保原町泉町
9600654,福島県,伊達市,保原町小幡町,フクシマケン,ダテシ,ホバラマチオバタマチ,福島県伊達市保原町小幡町
9600655,福島県,伊達市,保原町宮内町,フクシマケン,ダテシ,ホバラマチミヤウチマチ,福島県伊達市保原町宮内町
9600656,福島県,伊達市,保原町八幡町,フクシマケン,ダテシ,ホバラマチヤハタマチ,福島県伊達市保原町八幡町
9600657,福島県,伊達市,保原町中瀬町,フクシマケン,ダテシ,ホバラマチナカゼマチ,福島県伊達市保原町中瀬町
9600658,福島県,伊達市,保原町古川端,フクシマケン,ダテシ,ホバラマチフルカワバタ,福島県伊達市保原町古川端
9600659,福島県,伊達市,保原町西ノ内,フクシマケン,ダテシ,ホバラマチニシノウチ,福島県伊達市保原町西ノ内
9600661,福島県,伊達市,保原町金原田,フクシマケン,ダテシ,ホバラマチカナハラダ,福島県伊達市保原町金原田
9600662,福島県,伊達市,保原町柱田,フクシマケン,ダテシ,ホバラマチハシラダ,福島県伊達市保原町柱田
9600663,福島県,伊達市,保原町舟橋,フクシマケン,ダテシ,ホバラマチフナバシ,福島県伊達市保原町舟橋
9600664,福島県,伊達市,保原町太田中,フクシマケン,ダテシ,ホバラマチオオタナカ,福島県伊達市保原町太田中
9600665,福島県,伊達市,保原町岡代,フクシマケン,ダテシ,ホバラマチオカシロ,福島県伊達市保原町岡代
9600666,福島県,伊達市,保原町村岡,フクシマケン,ダテシ,ホバラマチムラオカ,福島県伊達市保原町村岡
9600667,福島県,伊達市,保原町八幡台,フクシマケン,ダテシ,ホバラマチハチマンダイ,福島県伊達市保原町八幡台
9600668,福島県,伊達市,保原町烏内,フクシマケン,ダテシ,ホバラマチカラスウチ,福島県伊達市保原町烏内
9600669,福島県,伊達市,保原町赤橋,フクシマケン,ダテシ,ホバラマチアカバシ,福島県伊達市保原町赤橋
9600671,福島県,伊達市,保原町東野崎,フクシマケン,ダテシ,ホバラマチヒガシノザキ,福島県伊達市保原町東野崎
9600672,福島県,伊達市,保原町下野崎,フクシマケン,ダテシ,ホバラマチシモノザキ,福島県伊達市保原町下野崎
9600673,福島県,伊達市,保原町野崎,フクシマケン,ダテシ,ホバラマチノザキ,福島県伊達市保原町野崎
9600674,福島県,伊達市,保原町上野崎,フクシマケン,ダテシ,ホバラマチカミノザキ,福島県伊達市保原町上野崎
9600675,福島県,伊達市,保原町大柳,フクシマケン,ダテシ,ホバラマチオオヤナギ,福島県伊達市保原町大柳
