zipcode,prefecture_name,city,town,prefecture_kana,city_kana,town_kana,normalized_address
3800801,長野県,長野市,箱清水,ナガノケン,ナガノシ,ハコシミズ,長野県長野市箱清水
3800802,長野県,長野市,上松,ナガノケン,ナガノシ,ウエマツ,長野県長野市上松
3800803,長野県,長野市,三輪,ナガノケン,ナガノシ,ミワ,長野県長野市三輪
3800804,長野県,長野市,荒屋,ナガノケン,ナガノシ,アラヤ,長野県長野市荒屋
3800805,長野県,長野市,柳町,ナガノケン,ナガノシ,ヤナギマチ,長野県長野市柳町
3800806,長野県,長野市,淀ケ橋,ナガノケン,ナガノシ,ヨドガバシ,長野県長野市淀ケ橋
3800807,長野県,長野市,横山,ナガノケン,ナガノシ,ヨコヤマ,長野県長野市横山
3800811,長野県,長野市,東鶴賀町,ナガノケン,ナガノシ,ヒガシツルガマチ,長野県長野市東鶴賀町
3800811,長野県,長野市,鶴賀（東鶴賀町）,ナガノケン,ナガノシ,ツルガ(ヒガシツルガマチ),長野県長野市鶴賀（東鶴賀町）
3800812,長野県,長野市,早苗町,ナガノケン,ナガノシ,サナエチョウ,長野県長野市早苗町
3800812,長野県,長野市,鶴賀（早苗町）,ナガノケン,ナガノシ,ツルガ(サナエチョウ),長野県長野市鶴賀（早苗町）
3800813,長野県,長野市,緑町,ナガノケン,ナガノシ,ミドリチョウ,長野県長野市緑町
3800813,長野県,長野市,鶴賀（緑町）,ナガノケン,ナガノシ,ツルガ(ミドリチョウ),長野県長野市鶴賀（緑町）
3800814,長野県,長野市,西鶴賀町,ナガノケン,ナガノシ,ニシツルガマチ,長野県長野市西鶴賀町
3800814,長野県,長野市,鶴賀（西鶴賀町）,ナガノケン,ナガノシ,ツルガ(ニシツルガマチ),長野県長野市鶴賀（西鶴賀町）
3800815,長野県,長野市,田町,ナガノケン,ナガノシ,タマチ,長野県長野市田町
3800815,長野県,長野市,鶴賀（田町）,ナガノケン,ナガノシ,ツルガ(タマチ),長野県長野市鶴賀（田町）
3800816,長野県,長野市,三輪田町,ナガノケン,ナガノシ,ミワタマチ,長野県長野市三輪田町
3800821,長野県,長野市,上千歳町,ナガノケン,ナガノシ,カミチトセマチ,長野県長野市上千歳町
3800821,長野県,長野市,鶴賀（上千歳町）,ナガノケン,ナガノシ,ツルガ(カミチトセマチ),長野県長野市鶴賀（上千歳町）
3800822,長野県,長野市,南千歳町,ナガノケン,ナガノシ,ミナミチトセマチ,長野県長野市南千歳町
3800822,長野県,長野市,鶴賀（南千歳町）,ナガノケン,ナガノシ,ツルガ(ミナミチトセマチ),長野県長野市鶴賀（南千歳町）
3800823,長野県,長野市,南千歳,ナガノケン,ナガノシ,ミナミチトセ,長野県長野市南千歳
3800824,長野県,長野市,南石堂町,ナガノケン,ナガノシ,ミナミイシドウチョウ,長野県長野市南石堂町
3800825,長野県,長野市,末広町,ナガノケン,ナガノシ,スエヒロチョウ,長野県長野市末広町
3800826,長野県,長野市,北石堂町,ナガノケン,ナガノシ,キタイシドウチョウ,長野県長野市北石堂町
3800831,長野県,長野市,東町,ナガノケン,ナガノシ,ヒガシマチ,長野県長野市東町
3800832,長野県,長野市,東後町,ナガノケン,ナガノシ,ヒガシゴチョウ,長野県長野市東後町
3800833,長野県,長野市,権堂町,ナガノケン,ナガノシ,ゴンドウチョウ,長野県長野市権堂町
3800833,長野県,長野市,鶴賀（権堂町）,ナガノケン,ナガノシ,ツルガ(ゴンドウチョウ),長野県長野市鶴賀（権堂町）
3800834,長野県,長野市,問御所町,ナガノケン,ナガノシ,トイゴショマチ,長野県長野市問御所町
3800834,長野県,長野市,鶴賀（問御所町）,ナガノケン,ナガノシ,ツルガ(トイゴショマチ),長野県長野市鶴賀（問御所町）
3800835,長野県,長野市,新田町,ナガノケン,ナガノシ,シンデンチョウ,長野県長野市新田町
3800836,長野県,長野市,南県町,ナガノケン,ナガノシ,ミナミアガタマチ,長野県長野市南県町
3800837,長野県,長野市,南長野（幅下）,ナガノケン,ナガノシ,ミナミナガノ(ハバシタ),長野県長野市南長野（幅下）
3800838,長野県,長野市,県町,ナガノケン,ナガノシ,アガタマチ,長野県長野市県町
3800841,長野県,長野市,大門町,ナガノケン,ナガノシ,ダイモンチョウ,長野県長野市大門町
3800842,長野県,長野市,西町,ナガノケン,ナガノシ,ニシマチ,長野県長野市西町
3800843,長野県,長野市,長門町,ナガノケン,ナガノシ,ナガトチョウ,長野県長野市長門町
3800844,長野県,長野市,諏訪町,ナガノケン,ナガノシ,スワチョウ,長野県長野市諏訪町
3800845,長野県,長野市,西後町,ナガノケン,ナガノシ,ニシゴチョウ,長野県長野市西後町
3800846,長野県,長野市,旭町,ナガノケン,ナガノシ,アサヒマチ,長野県長野市旭町
3800847,長野県,長野市,若松町,ナガノケン,ナガノシ,ワカマツチョウ,長野県長野市若松町
3800851,長野県,長野市,元善町,ナガノケン,ナガノシ,モトヨシチョウ,長野県長野市元善町
3800852,長野県,長野市,東之門町,ナガノケン,ナガノシ,ヒガシノモンチョウ,長野県長野市東之門町
3800853,長野県,長野市,新町,ナガノケン,ナガノシ,シンマチ,長野県長野市新町
3800854,長野県,長野市,伊勢町,ナガノケン,ナガノシ,イセマチ,長野県長野市伊勢町
3800855,長野県,長野市,岩石町,ナガノケン,ナガノシ,ガンゼキチョウ,長野県長野市岩石町
3800856,長野県,長野市,横町,ナガノケン,ナガノシ,ヨコマチ,長野県長野市横町
3800857,長野県,長野市,西之門町,ナガノケン,ナガノシ,ニシノモンチョウ,長野県長野市西之門町
