zipcode,prefecture_name,city,town,prefecture_kana,city_kana,town_kana,normalized_address
2600000,千葉県,千葉市中央区,,チバケン,チバシチュウオウク,,千葉県千葉市中央区
2600001,千葉県,千葉市中央区,都町,チバケン,チバシチュウオウク,ミヤコチョウ,千葉県千葉市中央区都町
2600002,千葉県,千葉市中央区,旭町,チバケン,チバシチュウオウク,アサヒチョウ,千葉県千葉市中央区旭町
2600003,千葉県,千葉市中央区,鶴沢町,チバケン,チバシチュウオウク,ツルサワチョウ,千葉県千葉市中央区鶴沢町
2600004,千葉県,千葉市中央区,東本町,チバケン,チバシチュウオウク,ヒガシホンチョウ,千葉県千葉市中央区東本町
2600005,千葉県,千葉市中央区,道場南,チバケン,チバシチュウオウク,ドウジョウミナミ,千葉県千葉市中央区道場南
2600006,千葉県,千葉市中央区,道場北,チバケン,チバシチュウオウク,ドウジョウキタ,千葉県千葉市中央区道場北
2600007,千葉県,千葉市中央区,祐光,チバケン,チバシチュウオウク,ユウコウ,千葉県千葉市中央区祐光
2600011,千葉県,千葉市中央区,亀井町,チバケン,チバシチュウオウク,カメイチョウ,千葉県千葉市中央区亀井町
2600012,千葉県,千葉市中央区,本町,チバケン,チバシチュウオウク,ホンチョウ,千葉県千葉市中央区本町
2600013,千葉県,千葉市中央区,中央,チバケン,チバシチュウオウク,チュウオウ,千葉県千葉市中央区中央
2600014,千葉県,千葉市中央区,本千葉町,チバケン,チバシチュウオウク,ホンチバチョウ,千葉県千葉市中央区本千葉町
2600015,千葉県,千葉市中央区,富士見,チバケン,チバシチュウオウク,フジミ,千葉県千葉市中央区富士見
2600016,千葉県,千葉市中央区,栄町,チバケン,チバシチュウオウク,サカエチョウ,千葉県千葉市中央区栄町
2600017,千葉県,千葉市中央区,要町,チバケン,チバシチュウオウク,カナメチョウ,千葉県千葉市中央区要町
2600018,千葉県,千葉市中央区,院内,チバケン,チバシチュウオウク,インナイ,千葉県千葉市中央区院内
2600021,千葉県,千葉市中央区,新宿,チバケン,チバシチュウオウク,シンジュク,千葉県千葉市中央区新宿
2600022,千葉県,千葉市中央区,神明町,チバケン,チバシチュウオウク,シンメイチョウ,千葉県千葉市中央区神明町
2600023,千葉県,千葉市中央区,出洲港,チバケン,チバシチュウオウク,デズミナト,千葉県千葉市中央区出洲港
2600024,千葉県,千葉市中央区,中央港,チバケン,チバシチュウオウク,チュウオウコウ,千葉県千葉市中央区中央港
2600025,千葉県,千葉市中央区,問屋町,チバケン,チバシチュウオウク,トンヤチョウ,千葉県千葉市中央区問屋町
2600026,千葉県,千葉市中央区,千葉港,チバケン,チバシチュウオウク,チバミナト,千葉県千葉市中央区千葉港
2600027,千葉県,千葉市中央区,新田町,チバケン,チバシチュウオウク,シンデンチョウ,千葉県千葉市中央区新田町
2600028,千葉県,千葉市中央区,新町,チバケン,チバシチュウオウク,シンマチ,千葉県千葉市中央区新町
