zipcode,prefecture_name,city,town,prefecture_kana,city_kana,town_kana,normalized_address
7000000,岡山県,岡山市中区,,オカヤマケン,オカヤマシナカク,,岡山県岡山市中区
7000000,岡山県,岡山市北区,,オカヤマケン,オカヤマシキタク,,岡山県岡山市北区
7000000,岡山県,岡山市南区,,オカヤマケン,オカヤマシミナミク,,岡山県岡山市南区
7000000,岡山県,岡山市東区,,オカヤマケン,オカヤマシヒガシク,,岡山県岡山市東区
7000001,岡山県,岡山市北区,宿,オカヤマケン,オカヤマシキタク,シュク,岡山県岡山市北区宿
7000002,岡山県,岡山市北区,宿本町,オカヤマケン,オカヤマシキタク,シュクホンマチ,岡山県岡山市北区宿本町
7000003,岡山県,岡山市北区,半田町,オカヤマケン,オカヤマシキタク,ハンダチョウ,岡山県岡山市北区半田町
7000004,岡山県,岡山市北区,法界院,オカヤマケン,オカヤマシキタク,ホウカイイン,岡山県岡山市北区法界院
7000005,岡山県,岡山市北区,理大町,オカヤマケン,オカヤマシキタク,リダイチョウ,岡山県岡山市北区理大町
7000011,岡山県,岡山市北区,学南町,オカヤマケン,オカヤマシキタク,ガクナンチョウ,岡山県岡山市北区学南町
7000012,岡山県,岡山市北区,いずみ町,オカヤマケン,オカヤマシキタク,イズミチョウ,岡山県岡山市北区いずみ町
7000013,岡山県,岡山市北区,伊福町,オカヤマケン,オカヤマシキタク,イフクチョウ,岡山県岡山市北区伊福町
7000014,岡山県,岡山市北区,津倉町,オカヤマケン,オカヤマシキタク,ツクラチョウ,岡山県岡山市北区津倉町
7000015,岡山県,岡山市北区,京山,オカヤマケン,オカヤマシキタク,キョウヤマ,岡山県岡山市北区京山
7000016,岡山県,岡山市北区,伊島町,オカヤマケン,オカヤマシキタク,イシマチョウ,岡山県岡山市北区伊島町
7000017,岡山県,岡山市北区,伊島北町,オカヤマケン,オカヤマシキタク,イシマキタマチ,岡山県岡山市北区伊島北町
7000021,岡山県,岡山市北区,国体町,オカヤマケン,オカヤマシキタク,コクタイチョウ,岡山県岡山市北区国体町
7000022,岡山県,岡山市北区,岩田町,オカヤマケン,オカヤマシキタク,イワタチョウ,岡山県岡山市北区岩田町
7000023,岡山県,岡山市北区,駅前町,オカヤマケン,オカヤマシキタク,エキマエチョウ,岡山県岡山市北区駅前町
