zipcode,prefecture_name,city,town,prefecture_kana,city_kana,town_kana,normalized_address
8400001,佐賀県,佐賀市,巨勢町修理田,サガケン,サガシ,コセマチシュリタ,佐賀県佐賀市巨勢町修理田
8400002,佐賀県,佐賀市,蓮池町見島,サガケン,サガシ,ハスイケマチミシマ,佐賀県佐賀市蓮池町見島
8400003,佐賀県,佐賀市,蓮池町古賀,サガケン,サガシ,ハスイケマチコガ,佐賀県佐賀市蓮池町古賀
8400004,佐賀県,佐賀市,蓮池町小松,サガケン,サガシ,ハスイケマチコマツ,佐賀県佐賀市蓮池町小松
8400005,佐賀県,佐賀市,蓮池町蓮池,サガケン,サガシ,ハスイケマチハスイケ,佐賀県佐賀市蓮池町蓮池
8400006,佐賀県,佐賀市,巨勢町東西,サガケン,サガシ,コセマチトウザイ,佐賀県佐賀市巨勢町東西
8400007,佐賀県,佐賀市,巨勢町高尾,サガケン,サガシ,コセマチタカオ,佐賀県佐賀市巨勢町高尾
8400008,佐賀県,佐賀市,巨勢町牛島,サガケン,サガシ,コセマチウシジマ,佐賀県佐賀市巨勢町牛島
8400011,佐賀県,佐賀市,北川副町江上,サガケン,サガシ,キタカワソエマチエガミ,佐賀県佐賀市北川副町江上
8400012,佐賀県,佐賀市,北川副町光法,サガケン,サガシ,キタカワソエマチミツノリ,佐賀県佐賀市北川副町光法
8400013,佐賀県,佐賀市,北川副町新郷,サガケン,サガシ,キタカワソエマチシンゴウ,佐賀県佐賀市北川副町新郷
8400015,佐賀県,佐賀市,木原,サガケン,サガシ,キハラ,佐賀県佐賀市木原
8400016,佐賀県,佐賀市,南佐賀,サガケン,サガシ,ミナミサガ,佐賀県佐賀市南佐賀
8400017,佐賀県,佐賀市,新郷本町,サガケン,サガシ,シンゴウホンマチ,佐賀県佐賀市新郷本町
8400021,佐賀県,佐賀市,鬼丸町,サガケン,サガシ,オニマルチョウ,佐賀県佐賀市鬼丸町
8400022,佐賀県,佐賀市,中の館町,サガケン,サガシ,ナカノタテマチ,佐賀県佐賀市中の館町
8400023,佐賀県,佐賀市,本庄町袋,サガケン,サガシ,ホンジョウマチフクロ,佐賀県佐賀市本庄町袋
8400024,佐賀県,佐賀市,本庄町末次,サガケン,サガシ,ホンジョウマチスエツグ,佐賀県佐賀市本庄町末次
8400025,佐賀県,佐賀市,本庄町鹿子,サガケン,サガシ,ホンジョウマチカノコ,佐賀県佐賀市本庄町鹿子
8400026,佐賀県,佐賀市,本庄町正里,サガケン,サガシ,ホンジョウマチショウリ,佐賀県佐賀市本庄町正里
8400027,佐賀県,佐賀市,本庄町本庄,サガケン,サガシ,ホンジョウマチホンジョウ,佐賀県佐賀市本庄町本庄
8400031,佐賀県,佐賀市,下田町,サガケン,サガシ,シモダマチ,佐賀県佐賀市下田町
8400032,佐賀県,佐賀市,末広,サガケン,サガシ,スエヒロ,佐賀県佐賀市末広
8400033,佐賀県,佐賀市,光,サガケン,サガシ,ヒカリ,佐賀県佐賀市光
8400034,佐賀県,佐賀市,西与賀町厘外,サガケン,サガシ,ニシヨカマチリンゲ,佐賀県佐賀市西与賀町厘外
8400035,佐賀県,佐賀市,西与賀町今津,サガケン,サガシ,ニシヨカマチイマヅ,佐賀県佐賀市西与賀町今津
