zipcode,prefecture_name,city,town,prefecture_kana,city_kana,town_kana,normalized_address
9300001,富山県,富山市,明輪町,トヤマケン,トヤマシ,メイリンチョウ,富山県富山市明輪町
9300002,富山県,富山市,新富町,トヤマケン,トヤマシ,シントミチョウ,富山県富山市新富町
9300003,富山県,富山市,桜町,トヤマケン,トヤマシ,サクラマチ,富山県富山市桜町
9300004,富山県,富山市,桜橋通り,トヤマケン,トヤマシ,サクラバシドオリ,富山県富山市桜橋通り
9300005,富山県,富山市,新桜町,トヤマケン,トヤマシ,シンサクラマチ,富山県富山市新桜町
9300006,富山県,富山市,新総曲輪,トヤマケン,トヤマシ,シンソウガワ,富山県富山市新総曲輪
9300007,富山県,富山市,宝町,トヤマケン,トヤマシ,タカラマチ,富山県富山市宝町
9300008,富山県,富山市,神通本町,トヤマケン,トヤマシ,ジンヅウホンマチ,富山県富山市神通本町
9300009,富山県,富山市,神通町,トヤマケン,トヤマシ,ジンヅウマチ,富山県富山市神通町
9300010,富山県,富山市,稲荷元町,トヤマケン,トヤマシ,イナリモトマチ,富山県富山市稲荷元町
9300012,富山県,富山市,稲荷町,トヤマケン,トヤマシ,イナリマチ,富山県富山市稲荷町
9300014,富山県,富山市,館出町,トヤマケン,トヤマシ,タチイデマチ,富山県富山市館出町
9300015,富山県,富山市,於保多町,トヤマケン,トヤマシ,オオタマチ,富山県富山市於保多町
9300016,富山県,富山市,柳町,トヤマケン,トヤマシ,ヤナギマチ,富山県富山市柳町
9300017,富山県,富山市,東田地方町,トヤマケン,トヤマシ,ヒガシデンヂガタマチ,富山県富山市東田地方町
9300018,富山県,富山市,千歳町,トヤマケン,トヤマシ,チトセマチ,富山県富山市千歳町
9300019,富山県,富山市,弥生町,トヤマケン,トヤマシ,ヤヨイチョウ,富山県富山市弥生町
9300021,富山県,富山市,今木町,トヤマケン,トヤマシ,イマギマチ,富山県富山市今木町
9300022,富山県,富山市,小島町,トヤマケン,トヤマシ,コジマチョウ,富山県富山市小島町
9300023,富山県,富山市,北新町,トヤマケン,トヤマシ,キタシンマチ,富山県富山市北新町
