zipcode,prefecture_name,city,town,prefecture_kana,city_kana,town_kana,normalized_address
5200461,京都府,京都市左京区,久多川合町,キョウトフ,キョウトシサキョウク,クタカワイチョウ,京都府京都市左京区久多川合町
5200462,京都府,京都市左京区,久多下の町,キョウトフ,キョウトシサキョウク,クタシモノチョウ,京都府京都市左京区久多下の町
5200463,京都府,京都市左京区,久多宮の町,キョウトフ,キョウトシサキョウク,クタミヤノチョウ,京都府京都市左京区久多宮の町
5200464,京都府,京都市左京区,久多中の町,キョウトフ,キョウトシサキョウク,クタナカノチョウ,京都府京都市左京区久多中の町
5200465,京都府,京都市左京区,久多上の町,キョウトフ,キョウトシサキョウク,クタカミノチョウ,京都府京都市左京区久多上の町
6000000,京都府,京都市下京区,,キョウトフ,キョウトシシモギョウク,,京都府京都市下京区
6008001,京都府,京都市下京区,真町,キョウトフ,キョウトシシモギョウク,シンチョウ,京都府京都市下京区真町
6008002,京都府,京都市下京区,御旅町,キョウトフ,キョウトシシモギョウク,オタビチョウ,京都府京都市下京区御旅町
6008003,京都府,京都市下京区,御旅宮本町,キョウトフ,キョウトシシモギョウク,オタビミヤモトチョウ,京都府京都市下京区御旅宮本町
6008004,京都府,京都市下京区,奈良物町,キョウトフ,キョウトシシモギョウク,ナラモノチョウ,京都府京都市下京区奈良物町
6008005,京都府,京都市下京区,立売東町,キョウトフ,キョウトシシモギョウク,タチウリヒガシチョウ,京都府京都市下京区立売東町
6008006,京都府,京都市下京区,立売中之町,キョウトフ,キョウトシシモギョウク,タチウリナカノチョウ,京都府京都市下京区立売中之町
6008007,京都府,京都市下京区,立売西町,キョウトフ,キョウトシシモギョウク,タチウリニシマチ,京都府京都市下京区立売西町
6008008,京都府,京都市下京区,長刀鉾町,キョウトフ,キョウトシシモギョウク,ナギナタボコチョウ,京都府京都市下京区長刀鉾町
6008009,京都府,京都市下京区,函谷鉾町,キョウトフ,キョウトシシモギョウク,カンコボコチョウ,京都府京都市下京区函谷鉾町
6008011,京都府,京都市下京区,橋本町,キョウトフ,キョウトシシモギョウク,ハシモトチョウ,京都府京都市下京区橋本町
6008012,京都府,京都市下京区,斎藤町,キョウトフ,キョウトシシモギョウク,サイトウチョウ,京都府京都市下京区斎藤町
6008013,京都府,京都市下京区,天王町,キョウトフ,キョウトシシモギョウク,テンノウチョウ,京都府京都市下京区天王町
6008014,京都府,京都市下京区,和泉屋町,キョウトフ,キョウトシシモギョウク,イズミヤチョウ,京都府京都市下京区和泉屋町
6008015,京都府,京都市下京区,美濃屋町,キョウトフ,キョウトシシモギョウク,ミノヤチョウ,京都府京都市下京区美濃屋町
6008016,京都府,京都市下京区,材木町（木屋町通松原下る、松原通木屋町東入、松原通高瀬川筋東入）,キョウトフ,キョウトシシモギョウク,ザイモクチョウ,京都府京都市下京区材木町（木屋町通松原下る、松原通木屋町東入、松原通高瀬川筋東入）
6008017,京都府,京都市下京区,下材木町,キョウトフ,キョウトシシモギョウク,シモザイモクチョウ,京都府京都市下京区下材木町
6008018,京都府,京都市下京区,市之町,キョウトフ,キョウトシシモギョウク,イチノチョウ,京都府京都市下京区市之町
6008019,京都府,京都市下京区,船頭町,キョウトフ,キョウトシシモギョウク,センドウチョウ,京都府京都市下京区船頭町
6008020,京都府,京都市下京区,御影堂前町,キョウトフ,キョウトシシモギョウク,ミカゲドウマエチョウ,京都府京都市下京区御影堂前町
6008021,京都府,京都市下京区,順風町,キョウトフ,キョウトシシモギョウク,ジュンプウチョウ,京都府京都市下京区順風町
6008022,京都府,京都市下京区,稲荷町（河原町通四条下る、河原町通四条下る２丁目）,キョウトフ,キョウトシシモギョウク,イナリチョウ(カワラマチドオリシジョウサガル、カワラマチドオリシジョウサガル2チョウメ),京都府京都市下京区稲荷町（河原町通四条下る、河原町通四条下る2-）
6008023,京都府,京都市下京区,富永町（河原町通四条下る２丁目、河原町通高辻上る、河原町通仏,キョウトフ,キョウトシシモギョウク,トミナガチョウ,京都府京都市下京区富永町（河原町通四条下る2-、河原町通高辻上る、河原町通仏
6008024,京都府,京都市下京区,天満町,キョウトフ,キョウトシシモギョウク,テンマチョウ,京都府京都市下京区天満町
6008025,京都府,京都市下京区,清水町（河原町通高辻下る、河原町通松原上る、西木屋町通高辻,キョウトフ,キョウトシシモギョウク,シミズチョウ,京都府京都市下京区清水町（河原町通高辻下る、河原町通松原上る、西木屋町通高辻
6008026,京都府,京都市下京区,松川町,キョウトフ,キョウトシシモギョウク,マツカワチョウ,京都府京都市下京区松川町
6008027,京都府,京都市下京区,難波町,キョウトフ,キョウトシシモギョウク,ナンバチョウ,京都府京都市下京区難波町
