zipcode,prefecture_name,city,town,prefecture_kana,city_kana,town_kana,normalized_address
0010000,北海道,札幌市北区,,ホッカイドウ,サッポロシキタク,,北海道札幌市北区
0010010,北海道,札幌市北区,北十条西（１〜４丁目）,ホッカイドウ,サッポロシキタク,キタ10ジョウニシ(1-4チョウメ),北海道札幌市北区北十条西（1〜4-）
0010011,北海道,札幌市北区,北十一条西（１〜４丁目）,ホッカイドウ,サッポロシキタク,キタ11ジョウニシ(1-4チョウメ),北海道札幌市北区北十一条西（1〜4-）
0010012,北海道,札幌市北区,北十二条西（１〜４丁目）,ホッカイドウ,サッポロシキタク,キタ12ジョウニシ(1-4チョウメ),北海道札幌市北区北十二条西（1〜4-）
0010013,北海道,札幌市北区,北十三条西（１〜４丁目）,ホッカイドウ,サッポロシキタク,キタ13ジョウニシ(1-4チョウメ),北海道札幌市北区北十三条西（1〜4-）
0010014,北海道,札幌市北区,北十四条西（１〜４丁目）,ホッカイドウ,サッポロシキタク,キタ14ジョウニシ(1-4チョウメ),北海道札幌市北区北十四条西（1〜4-）
0010015,北海道,札幌市北区,北十五条西（１〜５丁目）,ホッカイドウ,サッポロシキタク,キタ15ジョウニシ(1-5チョウメ),北海道札幌市北区北十五条西（1〜5-）
0010016,北海道,札幌市北区,北十六条西（１〜６丁目）,ホッカイドウ,サッポロシキタク,キタ16ジョウニシ(1-6チョウメ),北海道札幌市北区北十六条西（1〜6-）
0010017,北海道,札幌市北区,北十七条西（１〜６丁目）,ホッカイドウ,サッポロシキタク,キタ17ジョウニシ(1-6チョウメ),北海道札幌市北区北十七条西（1〜6-）
0010018,北海道,札幌市北区,北十八条西（１〜７丁目）,ホッカイドウ,サッポロシキタク,キタ18ジョウニシ(1-7チョウメ),北海道札幌市北区北十八条西（1〜7-）
0010019,北海道,札幌市北区,北十九条西（２〜７丁目）,ホッカイドウ,サッポロシキタク,キタ19ジョウニシ(2-7チョウメ),北海道札幌市北区北十九条西（2〜7-）
0010020,北海道,札幌市北区,北二十条西（２〜１０丁目）,ホッカイドウ,サッポロシキタク,キタ20ジョウニシ(2-10チョウメ),北海道札幌市北区北二十条西（2〜10-）
0010021,北海道,札幌市北区,北二十一条西,ホッカイドウ,サッポロシキタク,キタ21ジョウニシ,北海道札幌市北区北二十一条西
0010022,北海道,札幌市北区,北二十二条西,ホッカイドウ,サッポロシキタク,キタ22ジョウニシ,北海道札幌市北区北二十二条西
0010023,北海道,札幌市北区,北二十三条西,ホッカイドウ,サッポロシキタク,キタ23ジョウニシ,北海道札幌市北区北二十三条西
