zipcode,prefecture_name,city,town,prefecture_kana,city_kana,town_kana,normalized_address
8800000,宮崎県,宮崎市,,ミヤザキケン,ミヤザキシ,,宮崎県宮崎市
8800001,宮崎県,宮崎市,橘通西,ミヤザキケン,ミヤザキシ,タチバナドオリニシ,宮崎県宮崎市橘通西
8800002,宮崎県,宮崎市,中央通,ミヤザキケン,ミヤザキシ,チュウオウドオリ,宮崎県宮崎市中央通
8800003,宮崎県,宮崎市,高松町,ミヤザキケン,ミヤザキシ,タカマツチョウ,宮崎県宮崎市高松町
8800004,宮崎県,宮崎市,元宮町,ミヤザキケン,ミヤザキシ,モトミヤチョウ,宮崎県宮崎市元宮町
8800005,宮崎県,宮崎市,南高松町,ミヤザキケン,ミヤザキシ,ミナミタカマツチョウ,宮崎県宮崎市南高松町
8800006,宮崎県,宮崎市,千草町,ミヤザキケン,ミヤザキシ,チグサチョウ,宮崎県宮崎市千草町
8800007,宮崎県,宮崎市,原町,ミヤザキケン,ミヤザキシ,ハラマチ,宮崎県宮崎市原町
8800011,宮崎県,宮崎市,上野町,ミヤザキケン,ミヤザキシ,カミノマチ,宮崎県宮崎市上野町
8800012,宮崎県,宮崎市,末広,ミヤザキケン,ミヤザキシ,スエヒロ,宮崎県宮崎市末広
8800013,宮崎県,宮崎市,松橋,ミヤザキケン,ミヤザキシ,マツバシ,宮崎県宮崎市松橋
8800014,宮崎県,宮崎市,鶴島,ミヤザキケン,ミヤザキシ,ツルノシマ,宮崎県宮崎市鶴島
8800015,宮崎県,宮崎市,大工,ミヤザキケン,ミヤザキシ,ダイク,宮崎県宮崎市大工
8800016,宮崎県,宮崎市,西高松町,ミヤザキケン,ミヤザキシ,ニシタカマツチョウ,宮崎県宮崎市西高松町
8800017,宮崎県,宮崎市,北高松町,ミヤザキケン,ミヤザキシ,キタタカマツチョウ,宮崎県宮崎市北高松町
8800021,宮崎県,宮崎市,清水,ミヤザキケン,ミヤザキシ,シミズ,宮崎県宮崎市清水
8800022,宮崎県,宮崎市,大橋,ミヤザキケン,ミヤザキシ,オオハシ,宮崎県宮崎市大橋
8800023,宮崎県,宮崎市,和知川原,ミヤザキケン,ミヤザキシ,ワチガワラ,宮崎県宮崎市和知川原
8800024,宮崎県,宮崎市,祇園,ミヤザキケン,ミヤザキシ,ギオン,宮崎県宮崎市祇園
8800025,宮崎県,宮崎市,中津瀬町,ミヤザキケン,ミヤザキシ,ナカツセチョウ,宮崎県宮崎市中津瀬町
8800026,宮崎県,宮崎市,花殿町,ミヤザキケン,ミヤザキシ,ハナドノチョウ,宮崎県宮崎市花殿町
8800027,宮崎県,宮崎市,西池町,ミヤザキケン,ミヤザキシ,ニシイケチョウ,宮崎県宮崎市西池町
